hts8,brief_description,quantity_1_code,quantity_2_code,wto_binding_code,mfn_text_rate,mfn_rate_type_code,mfn_ave,mfn_ad_val_rate,mfn_specific_rate,mfn_other_rate,col1_special_text,col1_special_mod,gsp_indicator,gsp_ctry_excluded,apta_indicator,civil_air_indicator,nafta_canada_ind,nafta_mexico_ind,mexico_rate_type_code,mexico_ad_val_rate,mexico_specific_rate,cbi_indicator,cbi_ad_val_rate,cbi_specific_rate,agoa_indicator,cbtpa_indicator,cbtpa_rate_type_code,cbtpa_ad_val_rate,cbtpa_specific_rate,israel_fta_indicator,atpa_indicator,atpa_ad_val_rate,atpa_specific_rate,atpdea_indicator,jordan_indicator,jordan_rate_type_code,jordan_ad_val_rate,jordan_specific_rate,jordan_other_rate,singapore_indicator,singapore_rate_type_code,singapore_ad_val_rate,singapore_specific_rate,singapore_other_rate,chile_indicator,chile_rate_type_code,chile_ad_val_rate,chile_specific_rate,chile_other_rate,morocco_indicator,morocco_rate_type_code,morocco_ad_val_rate,morocco_specific_rate,morocco_other_rate,australia_indicator,australia_rate_type_code,australia_ad_val_rate,australia_specific_rate,australia_other_rate,bahrain_indicator,bahrain_rate_type_code,bahrain_ad_val_rate,bahrain_specific_rate,bahrain_other_rate,dr_cafta_indicator,dr_cafta_rate_type_code,dr_cafta_ad_val_rate,dr_cafta_specific_rate,dr_cafta_other_rate,dr_cafta_plus_indicator,dr_cafta_plus_rate_type_code,dr_cafta_plus_ad_val_rate,dr_cafta_plus_specific_rate,dr_cafta_plus_other_rate,oman_indicator,oman_rate_type_code,oman_ad_val_rate,oman_specific_rate,oman_other_rate,peru_indicator,peru_rate_type_code,peru_ad_val_rate,peru_specific_rate,peru_other_rate,pharmaceutical_ind,dyes_indicator,col2_text_rate,col2_rate_type_code,col2_ad_val_rate,col2_specific_rate,col2_other_rate,begin_effect_date,end_effective_date,footnote_comment,additional_duty,korea_indicator,korea_rate_type_code,korea_ad_val_rate,korea_specific_rate,korea_other_rate,colombia_indicator,colombia_rate_type_code,colombia_ad_val_rate,colombia_specific_rate,colombia_other_rate,panama_indicator,panama_rate_type_code,panama_ad_val_rate,panama_specific_rate,panama_other_rate,nepal_indicator,japan_indicator,japan_rate_type_code,japan_ad_val_rate,japan_specific_rate,japan_other_rate,usmca_indicator,usmca_rate_type_code,usmca_ad_val_rate,usmca_specific_rate,usmca_other_rate
99041901,"Infant formula containing oligosaccharides, in 1901.10.30 & 1901.10.75, entered in value safeguard period, under $0.65/kg",KG,,B,78.4 cents/kg,1,,0,0.784,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4 cents/kg,1,0,0.784,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99041902,"Infant formula containing oligosaccharides, in 1901.10.30 & 1901.10.75, entered in value safeguard period, $0.65-$0.849/kg",KG,,B,64.2 cents/kg,1,,0,0.642,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2 cents/kg,1,0,0.642,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99041903,"Infant formula containing oligosaccharides, in 1901.10.30 & 1901.10.75, entered in value safeguard period, $0.85-$1.049/kg",KG,,B,50.2 cents/kg,1,,0,0.502,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2 cents/kg,1,0,0.502,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99041904,"Infant formula containing oligosaccharides, in 1901.10.30 & 1901.10.75, entered in value safeguard period, $1.05-$1.249/kg",KG,,B,40.2 cents/kg,1,,0,0.402,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2 cents/kg,1,0,0.402,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99041905,"Infant formula containing oligosaccharides, in 1901.10.30 & 1901.10.75, entered in value safeguard period, $1.25-$1.549/kg",KG,,B,25.2 cents/kg,1,,0,0.252,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2 cents/kg,1,0,0.252,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99041906,"Infant formula containing oligosaccharides, in 1901.10.30 & 1901.10.75, entered in value safeguard period, $1.55-$1.849/kg",KG,,B,15.6 cents/kg,1,,0,0.156,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6 cents/kg,1,0,0.156,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99041907,"Infant formula containing oligosaccharides, in 1901.10.30 & 1901.10.75, entered in value safeguard period, $1.85-$2.049/kg",KG,,B,9.6 cents/kg,1,,0,0.096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6 cents/kg,1,0,0.096,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99041908,"Infant formula containing oligosaccharides, in 1901.10.30 & 1901.10.75, entered in value safeguard period, $2.05-$2.249/kg",KG,,B,3.6 cents/kg,1,,0,0.036,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6 cents/kg,1,0,0.036,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99041909,"Infant formula containing oligosaccharides, in 1901.10.30 & 1901.10.75, entered in value safeguard period, $2.25/kg or more",KG,,B,No additional duty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No additional duty,,,,,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99041910,"Infant formula containing oligosaccharides, in 1901.10.30 & 1901.10.75, entered in quantity safeguard period",KG,,B,34.5 cents/kg + 5%,4,,0.05,0.345,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5 cents/kg + 5%,4,0.05,0.345,0,1/1/2000,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99041911,"Mixes and doughs described in Ch. 19 addl US note 1, in 1901.20.35 & 1901.20.70, entered in value safeguard period, under $0.10/kg",KG,,B,36.6 cents/kg,1,,0,0.366,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6 cents/kg,1,0,0.366,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99041912,"Mixes and doughs described in Ch. 19 addl US note 1, in 1901.20.35 & 1901.20.70, entered in value safeguard period, $0.10-$0.199/kg",KG,,B,27.6 cents/kg,1,,0,0.276,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6 cents/kg,1,0,0.276,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99041913,"Mixes and doughs described in Ch. 19 addl US note 1, in 1901.20.35 & 1901.20.70, entered in value safeguard period, $0.20-$0.299/kg",KG,,B,20.2 cents/kg,1,,0,0.202,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2 cents/kg,1,0,0.202,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99041914,"Mixes and doughs described in Ch. 19 addl US note 1, in 1901.20.35 & 1901.20.70, entered in value safeguard period, $0.30-$0.399/kg",KG,,B,14.2 cents/kg,1,,0,0.142,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2 cents/kg,1,0,0.142,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99041915,"Mixes and doughs described in Ch. 19 addl US note 1, in 1901.20.35 & 1901.20.70, entered in value safeguard period, $0.40-$0.499/kg",KG,,B,9.2 cents/kg,1,,0,0.092,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2 cents/kg,1,0,0.092,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99041916,"Mixes and doughs described in Ch. 19 addl US note 1, in 1901.20.35 & 1901.20.70, entered in value safeguard period, $0.50-$0.599/kg",KG,,B,5.7 cents/kg,1,,0,0.057,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7 cents/kg,1,0,0.057,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99041917,"Mixes and doughs described in Ch. 19 addl US note 1, in 1901.20.35 & 1901.20.70, entered in value safeguard period, $0.60-$0.699/kg",KG,,B,2.7 cents/kg,1,,0,0.027,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 cents/kg,1,0,0.027,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99041918,"Mixes and doughs described in Ch. 19 addl US note 1, in 1901.20.35 & 1901.20.70, entered in value safeguard period, $0.70/kg or more",KG,,B,No additional duty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No additional duty,,,,,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99041919,"Mixes and doughs described in Ch. 19 addl US note 1, in 1901.20.35 & 1901.20.70, entered in quantity safeguard period",KG,,B,14.1 cents/kg + 2.8%,4,,0.028,0.141,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1 cents/kg + 2.8%,4,0.028,0.141,0,1/1/2000,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042001,"Peanut butter and paste, in 2008.11.15, entered in value safeguard period, under $0.05/kg",KG,,B,43.4 cents/kg,1,,0,0.434,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4 cents/kg,1,0,0.434,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042002,"Peanut butter and paste, in 2008.11.15, entered in value safeguard period, $0.05-$0.149/kg",KG,,B,34.4 cents/kg,1,,0,0.344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4 cents/kg,1,0,0.344,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042003,"Peanut butter and paste, in 2008.11.15, entered in value safeguard period, $0.15-$0.249/kg",KG,,B,25.8 cents/kg,1,,0,0.258,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8 cents/kg,1,0,0.258,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042004,"Peanut butter and paste, in 2008.11.15, entered in value safeguard period, $0.25-$0.349/kg",KG,,B,18.8 cents/kg,1,,0,0.188,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8 cents/kg,1,0,0.188,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042005,"Peanut butter and paste, in 2008.11.15, entered in value safeguard period, $0.35-$0.449/kg",KG,,B,13.4 cents/kg,1,,0,0.134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4 cents/kg,1,0,0.134,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042006,"Peanut butter and paste, in 2008.11.15, entered in value safeguard period, $0.45-$0.549/kg",KG,,B,8.4 cents/kg,1,,0,0.084,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4 cents/kg,1,0,0.084,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042007,"Peanut butter and paste, in 2008.11.15, entered in value safeguard period, $0.55-$0.649/kg",KG,,B,5.4 cents/kg,1,,0,0.054,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4 cents/kg,1,0,0.054,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042008,"Peanut butter and paste, in 2008.11.15, entered in value safeguard period, $0.65-$0.749/kg",KG,,B,2.4 cents/kg,1,,0,0.024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4 cents/kg,1,0,0.024,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042009,"Peanut butter and paste, in 2008.11.15, entered in value safeguard period, $0.75/kg or more",KG,,B,No additional duty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No additional duty,,,,,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042010,"Peanut butter and paste, in 2008.11.15, entered in quantity safeguard period",KG,,B,43.90%,7,,0.439,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.90%,7,0.439,0,0,1/1/2000,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042101,"Mixed condiments and seasonings described in Ch. 21 addl US note 3, in 2103.90.78, entered in value safeguard period, under $0.05/kg",KG,,B,20.7 cents/kg,1,,0,0.207,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7 cents/kg,1,0,0.207,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042102,"Mixed condiments and seasonings described in Ch. 21 addl US note 3, in 2103.90.78, entered in value safeguard period, $0.05-$0.099/kg",KG,,B,16.2 cents/kg,1,,0,0.162,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2 cents/kg,1,0,0.162,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042103,"Mixed condiments and seasonings described in Ch. 21 addl US note 3, in 2103.90.78, entered in value safeguard period, $0.10-$0.149/kg",KG,,B,12.2 cents/kg,1,,0,0.122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2 cents/kg,1,0,0.122,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042104,"Mixed condiments and seasonings described in Ch. 21 addl US note 3, in 2103.90.78, entered in value safeguard period, $0.15-$0.199/kg",KG,,B,8.9 cents/kg,1,,0,0.089,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9 cents/kg,1,0,0.089,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042105,"Mixed condiments and seasonings described in Ch. 21 addl US note 3, in 2103.90.78, entered in value safeguard period, $0.20-$0.249/kg",KG,,B,6.4 cents/kg,1,,0,0.064,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4 cents/kg,1,0,0.064,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042106,"Mixed condiments and seasonings described in Ch. 21 addl US note 3, in 2103.90.78, entered in value safeguard period, $0.25-$0.299/kg",KG,,B,4.1 cents/kg,1,,0,0.041,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1 cents/kg,1,0,0.041,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042107,"Mixed condiments and seasonings described in Ch. 21 addl US note 3, in 2103.90.78, entered in value safeguard period, $0.30-$0.349/kg",KG,,B,2.6 cents/kg,1,,0,0.026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6 cents/kg,1,0,0.026,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042108,"Mixed condiments and seasonings described in Ch. 21 addl US note 3, in 2103.90.78, entered in value safeguard period, $0.35/kg or more",KG,,B,No additional duty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No additional duty,,,,,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042109,"Mixed condiments and seasonings described in Ch. 21 addl US note 3, in 2103.90.78, entered in quantity safeguard period",KG,,B,10.2 cents/kg + 2.1%,4,,0.021,0.102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2 cents/kg + 2.1%,4,0.021,0.102,0,1/1/2000,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042110,"Ice cream, in 2105.00.20, entered in value safeguard period, under $0.20/liter",L,,B,32.3 cents/liter,1,,0,0.323,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3 cents/liter,1,0,0.323,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042111,"Ice cream, in 2105.00.20, entered in value safeguard period, $0.20-$0.299/liter",L,,B,24.5 cents/liter,1,,0,0.245,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5 cents/liter,1,0,0.245,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042112,"Ice cream, in 2105.00.20, entered in value safeguard period, $0.30-$0.399/liter",L,,B,17.8 cents/liter,1,,0,0.178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8 cents/liter,1,0,0.178,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042113,"Ice cream, in 2105.00.20, entered in value safeguard period, $0.40-$0.499/liter",L,,B,12.8 cents/liter,1,,0,0.128,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8 cents/liter,1,0,0.128,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042114,"Ice cream, in 2105.00.20, entered in value safeguard period, $0.50-$0.599/liter",L,,B,8.2 cents/liter,1,,0,0.082,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2 cents/liter,1,0,0.082,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042115,"Ice cream, in 2105.00.20, entered in value safeguard period, $0.60-$0.699/liter",L,,B,5.2 cents/liter,1,,0,0.052,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2 cents/liter,1,0,0.052,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042116,"Ice cream, in 2105.00.20, entered in value safeguard period, $0.70-$0.799/liter",L,,B,2.2 cents/liter,1,,0,0.022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2 cents/liter,1,0,0.022,0,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042117,"Ice cream, in 2105.00.20, entered in value safeguard period, $0.80/liter or more",L,,B,No additional duty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No additional duty,,,,,1/1/1995,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
99042118,"Ice cream, in 2105.00.20, entered in quantity safeguard period",L,,B,16.7 cents/ liter + 5.7%,4,,0.057,0.167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7 cents/ liter + 5.7%,4,0.057,0.167,0,1/1/2000,12/31/2050,The rates shown here are in addition to the applicable rate shown in chapters 1 through 97.     See chapter 99 statistical note 1.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
